city	service_request_id	status	service_name	service_code	requested_datetime	updated_datetime	address	lat	long
San Francisco_CA	11690775	open	Noise Issue	55d6cb85df86af51c305616e	2019-11-14T20:58:18-08:00	2019-11-14T20:58:00-08:00	906 Broadway	37.79729517718651	-122.41229183190313
San Francisco_CA	11685322	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-13T16:12:06-08:00	2019-11-14T20:57:35-08:00	Intersection of Silliman St & Goettingen St	37.730460482899346	-122.40805699194719
San Francisco_CA	11689917	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-14T16:07:39-08:00	2019-11-14T20:57:30-08:00	Sutter St & Buchanan St, San Francisco, CA 94115, USA	37.786491	-122.429809
San Francisco_CA	11671083	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-10T16:36:48-08:00	2019-11-14T20:57:28-08:00	1901 Geary Blvd	37.78393326796385	-122.4346345571079
San Francisco_CA	11690771	open	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:57:19-08:00	2019-11-14T20:57:00-08:00	733 Front St	37.798111	-122.399738
San Francisco_CA	11690768	open	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-14T20:56:03-08:00	2019-11-14T20:55:57-08:00	Intersection of Granada Ave & Holloway Ave	37.72181860997327	-122.4571427382425
San Francisco_CA	11690767	open	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-14T20:55:58-08:00	2019-11-14T20:55:00-08:00	191 Stockton St	37.78729336339774	-122.4065997732081
San Francisco_CA	11690763	open	Encampment	55e8409a45ff461f92000006	2019-11-14T20:53:11-08:00	2019-11-14T20:53:04-08:00	Intersection of Great Hwy & Point Lobos Ave	37.776495	-122.5116283333333
San Francisco_CA	11690563	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T19:29:11-08:00	2019-11-14T20:50:46-08:00	34 St Marys Ave Bernal Heights	37.7343213	-122.42675600000001
San Francisco_CA	11690758	open	Graffiti	50fea92c4aa48a4a9e000099	2019-11-14T20:48:15-08:00	2019-11-14T20:48:09-08:00	Intersection of Ashbury St & Fell St	37.77280833333333	-122.447425
San Francisco_CA	11690751	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:46:20-08:00	2019-11-14T20:47:47-08:00	Intersection of 11th St & Howard St	37.7731024	-122.4155943
San Francisco_CA	11690745	open	Encampment	55e8409a45ff461f92000006	2019-11-14T20:44:58-08:00	2019-11-14T20:47:18-08:00	1059 Florida St	37.7549716254597	-122.41013890366419
San Francisco_CA	11690756	open	Graffiti	50fea92c4aa48a4a9e000099	2019-11-14T20:47:08-08:00	2019-11-14T20:47:00-08:00	1850 Fulton St	37.775825	-122.4472716666667
San Francisco_CA	11690744	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:44:55-08:00	2019-11-14T20:46:21-08:00	1442 Fulton St	37.776703	-122.440629
San Francisco_CA	11690752	open	Encampment	55e8409a45ff461f92000006	2019-11-14T20:46:26-08:00	2019-11-14T20:46:20-08:00	Intersection of Bay St & Taylor St	37.80545854013209	-122.4153823313512
San Francisco_CA	11690750	open	Encampment	55e8409a45ff461f92000006	2019-11-14T20:46:15-08:00	2019-11-14T20:46:10-08:00	2501 Folsom St	37.75723286975134	-122.4143923771567
San Francisco_CA	11690747	open	Graffiti	50fea92c4aa48a4a9e000099	2019-11-14T20:45:48-08:00	2019-11-14T20:45:40-08:00	2630 Geary Blvd	37.78270557068349	-122.4468942411598
San Francisco_CA	11690748	open	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:45:58-08:00	2019-11-14T20:45:00-08:00	168 Sickles Ave	37.70988890682821	-122.4541014848614
San Francisco_CA	11690746	open	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-14T20:45:21-08:00	2019-11-14T20:45:00-08:00	2501 Folsom St	37.75714566934645	-122.4145001360424
San Francisco_CA	11690743	open	Encampment	55e8409a45ff461f92000006	2019-11-14T20:44:48-08:00	2019-11-14T20:44:42-08:00	2512 Folsom St	37.75699798021257	-122.4148384296544
San Francisco_CA	11690741	open	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:44:05-08:00	2019-11-14T20:43:00-08:00	193 Caine Ave	37.71498433051882	-122.452404567452
San Francisco_CA	11689229	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-14T14:01:41-08:00	2019-11-14T20:42:07-08:00	2254 POLK ST	37.79750884767896	-122.42192508791925
San Francisco_CA	11684932	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-13T15:11:26-08:00	2019-11-14T20:42:03-08:00	3382 18th St	37.76193090978743	-122.4191067320155
San Francisco_CA	11690737	open	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-14T20:42:10-08:00	2019-11-14T20:42:00-08:00	1708 Sacramento St Polk Gulch	37.7915823	-122.4212258
San Francisco_CA	11690732	open	Encampment	55e8409a45ff461f92000006	2019-11-14T20:39:13-08:00	2019-11-14T20:39:08-08:00	151 Austin St	37.78904762227559	-122.4213634087017
San Francisco_CA	11690725	open	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:34:41-08:00	2019-11-14T20:34:00-08:00	460 34th Ave	37.780458	-122.494358
San Francisco_CA	11690637	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:01:36-08:00	2019-11-14T20:33:51-08:00	1370 Stevenson St	37.770447	-122.421717
